Date,Open,High,Low,Close,Adj Close,Volume,SMA50,SMA200,MACD,MACD_Signal,MACD_Hist,RSI
2013-09-19,11.386667251586914,12.031332969665527,11.272000312805176,11.861332893371582,11.861332893371582,233919000,9.806893301010131,5.2830233013629915,0.4303598606795127,0.47211077160557013,-0.04175091092605743,71.65680627304874
2013-09-20,11.926667213439941,12.388667106628418,11.904000282287598,12.22599983215332,12.22599983215332,201025500,9.883933305740356,5.332853300571442,0.4857051572605009,0.4748296487365563,0.010875508523944588,74.9691709658651
2013-09-23,12.298666954040527,12.36533260345459,11.807332992553711,12.074000358581543,12.074000358581543,122601000,9.952213315963744,5.381986637115478,0.5114064412226647,0.482145007233778,0.029261433988886643,71.23239317700374
2013-09-24,11.942667007446289,12.330666542053223,11.84333324432373,12.155332565307617,12.155332565307617,94101000,10.025639963150024,5.431463299989701,0.5322028204620803,0.4921565698794385,0.04004625058264183,72.03559611053211
2013-09-25,12.237333297729492,12.420000076293945,12.033332824707031,12.349332809448242,12.349332809448242,123790500,10.127226619720458,5.4818199634552,0.5579070935245536,0.5053066746084616,0.05260041891609202,73.90700981869728
2013-09-26,12.446666717529297,12.645333290100098,12.37399959564209,12.576000213623047,12.576000213623047,99216000,10.218413276672363,5.533176629543305,0.589769583652691,0.5221992564173075,0.06757032723538359,75.9335178595483
2013-09-27,12.501333236694336,12.751999855041504,12.428667068481445,12.726667404174805,12.726667404174805,88746000,10.31423996925354,5.585049966573715,0.6200310873167272,0.5417656225971914,0.07826546471953577,77.20103520422745
2013-09-30,12.600000381469727,12.966667175292969,12.533332824707031,12.891332626342773,12.891332626342773,133870500,10.412493286132813,5.637753294706345,0.6498100485105915,0.5633745077798715,0.08643554073072002,78.53181011225413
2013-10-01,12.93066692352295,12.9486665725708,12.557999610900879,12.866666793823242,12.866666793823242,116338500,10.506586627960205,5.690883293151855,0.6637682559855858,0.5834532574210144,0.08031499856457136,77.79924967338856
2013-10-02,12.572667121887207,12.788666725158691,11.69333267211914,12.063332557678223,12.063332557678223,311631000,10.58419994354248,5.739929956197739,0.6030562201440492,0.5873738499656214,0.015682370178427885,58.62009197697381
2013-10-04,11.760000228881836,12.078666687011719,11.510000228881836,12.065333366394043,12.065333366394043,216210000,10.728893299102783,5.835029957294464,0.4685034097635121,0.5508978418356449,-0.08239443207213282,56.88961613465011
2013-10-07,12.163999557495117,12.4486665725708,12.017333030700684,12.204667091369629,12.204667091369629,172284000,10.800466632843017,5.8845166277885435,0.44334496178232463,0.529387265824981,-0.08604230404265634,58.52972510800371
2013-10-11,11.516667366027832,11.952667236328125,11.41333293914795,11.91333293914795,11.91333293914795,124666500,11.012399978637696,6.0707966375350955,0.21995211490379774,0.3727128812904289,-0.15276076638663116,53.84052279099365
2013-10-14,11.666666984558105,12.166666984558105,11.609999656677246,11.981332778930664,11.981332778930664,116544000,11.068026638031006,6.119473301172256,0.21308423454131464,0.3407871519406061,-0.12770291739929146,54.640617113838495
2013-10-15,12.35200023651123,12.586000442504883,12.211999893188477,12.262666702270508,12.262666702270508,164677500,11.120373306274415,6.169713299274445,0.22771769840361422,0.3181732612332077,-0.0904555628295935,57.89252616941884
2013-10-16,12.326666831970215,12.486666679382324,12.13933277130127,12.237333297729492,12.237333297729492,123081000,11.175586624145508,6.219609966278076,0.23456669111406825,0.30145194720937984,-0.0668852560953116,57.49281986056242
2013-10-17,12.236000061035156,12.319999694824219,12.065999984741211,12.186667442321777,12.186667442321777,100575000,11.240346641540528,6.2687566387653355,0.2332178656995456,0.287805130907413,-0.054587265207867386,56.650401164813225
2013-10-18,12.276666641235352,12.397333145141602,12.168000221252441,12.226667404174805,12.226667404174805,88962000,11.28023998260498,6.3182999753952025,0.23269422034368503,0.2767829487946674,-0.044088728450982384,57.18379918123328
2013-11-05,12.0,12.095333099365234,11.423999786376953,11.787332534790039,11.787332534790039,337006500,11.57328004837036,6.8530566573143,-0.11424461176675571,-0.1024573075273151,-0.011787304239440605,54.67787985640369
2014-01-21,11.416000366210938,11.81933307647705,11.387332916259766,11.778667449951172,11.778667449951172,146020500,9.525,8.643176661729813,0.4200757403975608,0.23698746670171206,0.18308827369584874,69.52113811860775
2014-01-22,11.854000091552734,12.021332740783691,11.650667190551758,11.904000282287598,11.904000282287598,105339000,9.576720008850097,8.688753328323365,0.48828846985220054,0.28724766733180973,0.2010408025203908,70.45048211764949
2014-01-23,11.815333366394043,12.158666610717773,11.561332702636719,12.100000381469727,12.100000381469727,118011000,9.634786682128906,8.735753329992294,0.551802286085012,0.34015859108245017,0.21164369500256186,71.89378107577727
2014-01-28,11.433333396911621,11.932000160217285,11.399999618530273,11.892000198364258,11.892000198364258,91401000,9.769986667633056,8.866886661052703,0.5499993878127771,0.44062587940419384,0.10937350840858329,64.28234814950198
2014-01-29,11.686667442321777,11.939332962036133,11.541999816894531,11.682000160217285,11.682000160217285,89032500,9.820160007476806,8.910863326787949,0.541833070169913,0.46086731755733773,0.08096575261257527,61.20751652275878
2014-01-30,11.866666793823242,12.3186674118042,11.800666809082031,12.189332962036133,12.189332962036133,128475000,9.883346672058105,8.956613326072693,0.5697312149518527,0.4826400970362407,0.08709111791561203,65.50086434263409
2014-01-31,11.923333168029785,12.399999618530273,11.900667190551758,12.093999862670898,12.093999862670898,97632000,9.963120002746582,9.001933325529098,0.5774911527666653,0.5016103081823257,0.07588084458433964,64.06599770799193
2014-02-03,12.192667007446289,12.325332641601562,11.677332878112793,11.807332992553711,11.807332992553711,101473500,10.031146659851075,9.045313324928284,0.5541217679368238,0.5121126001332252,0.042009167803598535,59.822284964858184
2014-02-04,12.046667098999023,12.106666564941406,11.74666690826416,11.915332794189453,11.915332794189453,70294500,10.107973308563233,9.088946653604507,0.5381130116571864,0.5173126824380174,0.020800329219168967,60.873801662585855
2014-02-06,11.75333309173584,12.007332801818848,11.733332633972168,11.892000198364258,11.892000198364258,87624000,10.253733310699463,9.172813321352004,0.47932918986386674,0.5063886879953369,-0.027059498131470128,59.4278663302696
2014-02-07,12.067333221435547,12.442000389099121,11.973333358764648,12.435333251953125,12.435333251953125,133927500,10.341319980621337,9.218179987668991,0.5037432586933104,0.5058596021349316,-0.00211634344162126,64.50692370540114
2014-02-10,12.62266731262207,13.286666870117188,12.621333122253418,13.104000091552734,13.104000091552734,194560500,10.442733325958251,9.266366653442383,0.5704713709500417,0.5187819558979537,0.05168941505208802,69.55772935377615
2014-02-11,13.264666557312012,13.479999542236328,12.846667289733887,13.107999801635742,13.107999801635742,160648500,10.535639972686768,9.314839987754821,0.6165691979276069,0.5383394043038844,0.07822979362372251,69.58560978831831
2014-02-12,13.052000045776367,13.218000411987305,12.954667091369629,13.021332740783691,13.021332740783691,77605500,10.626359958648681,9.361633316278457,0.6387456877374706,0.5584206609906017,0.08032502674686892,68.12958595367807
2014-02-13,12.88933277130127,13.514666557312012,12.883333206176758,13.308667182922363,13.308667182922363,120439500,10.726973304748535,9.410179986953736,0.6717625433689403,0.5810890374662694,0.09067350590267087,70.3450492330419
2014-02-14,13.206666946411133,13.458666801452637,13.133333206176758,13.215332984924316,13.215332984924316,92370000,10.798346633911132,9.458496651649476,0.6825295735149037,0.6013771446759963,0.08115242883890739,68.6750599127833
2014-02-18,13.682666778564453,13.733332633972168,13.423999786376953,13.579999923706055,13.579999923706055,139992000,10.8846799659729,9.508359986543656,0.7122774062270647,0.62355719698621,0.08872020924085466,71.51992430712343
2014-02-19,13.579999923706055,13.579999923706055,12.894000053405762,12.909333229064941,12.909333229064941,242535000,10.955559978485107,9.554723317623138,0.6739665142640572,0.6336390604417794,0.04032745382227776,60.61662136963939
2014-02-20,14.333999633789062,14.347332954406738,13.751333236694336,13.998000144958496,13.998000144958496,270034500,11.052373313903809,9.604879983663558,0.7231155521504871,0.6515343587835211,0.071581193366966,68.90386963718613
2014-02-21,14.109333038330078,14.26533317565918,13.946000099182129,13.973333358764648,13.973333358764648,117282000,11.143039989471436,9.656243315935136,0.7514142792067222,0.6715103428681614,0.07990393633856085,68.55188879037921
2014-02-24,13.917332649230957,14.557332992553711,13.887999534606934,14.510000228881836,14.510000228881836,124176000,11.243653335571288,9.710196652412414,0.8078335532435279,0.6987749849432348,0.10905856830029315,71.91351699772578
2014-02-25,15.333333015441895,17.280000686645508,15.229999542236328,16.53333282470703,16.53333282470703,490225500,11.388119983673096,9.769729981422424,1.0042360570334221,0.7598671993612722,0.2443688576721499,80.41406053431959
2014-02-26,17.238666534423828,17.666667938232422,16.5,16.866666793823242,16.866666793823242,369069000,11.528826656341552,9.828476650714874,1.1732591209916592,0.8425455836873497,0.3307135373043095,81.41216309113341
2014-02-27,17.416667938232422,17.459999084472656,16.55533218383789,16.836000442504883,16.836000442504883,269187000,11.668680000305176,9.883389987945556,1.2898678055148345,0.9320100280528467,0.35785777746198777,81.00318497327174
2014-02-28,16.643333435058594,16.845333099365234,16.170000076293945,16.320667266845703,16.320667266845703,218847000,11.797840003967286,9.937246658802032,1.3254193385728321,1.0106918901568438,0.3147274484159883,74.25271806626182
2014-03-03,15.817333221435547,16.77666664123535,15.666000366210938,16.70400047302246,16.70400047302246,196339500,11.928640022277833,9.9924866604805,1.3687478970047593,1.082303091526427,0.2864448054783324,75.86399478218395
2014-03-04,17.23200035095215,17.333332061767578,16.85533332824707,16.98933219909668,16.98933219909668,131184000,12.071120014190674,10.046683320999145,1.4098580118504564,1.147814075591233,0.2620439362592235,77.01693046124805
2014-03-05,17.114667892456055,17.132667541503906,16.786666870117188,16.8439998626709,16.8439998626709,89035500,12.220373344421386,10.100403320789336,1.414406570583342,1.2011325745896548,0.21327399599368713,75.05044899240747
2014-03-06,16.94266700744629,17.166667938232422,16.6299991607666,16.862667083740234,16.862667083740234,110416500,12.366640033721923,10.154736657142639,1.4033407858515776,1.2415742168420394,0.16176656900953823,75.13825764490886
2014-03-07,16.862667083740234,16.989999771118164,16.29400062561035,16.413999557495117,16.413999557495117,117184500,12.503520030975341,10.207609989643096,1.342887382206266,1.2618368499148849,0.08105053229138104,68.86487217501173
2014-03-10,16.18000030517578,16.200000762939453,15.737333297729492,15.922666549682617,15.922666549682617,115921500,12.620093364715576,10.258143322467804,1.2410253886164213,1.2576745576551922,-0.016649169038770895,62.6919782379977
2014-03-11,15.766667366027832,16.30666732788086,15.495332717895508,15.62733268737793,15.62733268737793,132151500,12.72530668258667,10.305369985103606,1.1235168474876325,1.2308430156216803,-0.10732616813404783,59.253793439692515
2014-03-12,15.433333396911621,16.5,15.407333374023438,16.099332809448242,16.099332809448242,146316000,12.84579999923706,10.353506648540497,1.0563005717543064,1.1959345268482056,-0.1396339550938992,62.768146931686964
2014-03-13,16.252666473388672,16.279333114624023,15.600000381469727,15.852666854858398,15.852666854858398,93544500,12.959599990844726,10.39599331855774,0.9719235779018902,1.1511323370589426,-0.17920875915705237,59.86235928349211
2014-03-14,15.685999870300293,15.795999526977539,15.221332550048828,15.39799976348877,15.39799976348877,124345500,13.066986637115479,10.438106651306152,0.8584704548837365,1.0925999606239014,-0.2341295057401649,54.82426407936989
2014-03-17,15.66333293914795,15.862000465393066,15.366666793823242,15.59866714477539,15.59866714477539,88689000,13.178826637268067,10.481116652488708,0.7758071956999721,1.0292414076391156,-0.2534342119391435,56.56187122775541
2014-03-18,15.796667098999023,16.100000381469727,15.668000221252441,16.002666473388672,16.002666473388672,93634500,13.29946662902832,10.528543319702148,0.7344292929730099,0.9702789847058946,-0.23584969173288473,59.90551172818803
2014-03-19,16.092666625976562,16.10333251953125,15.567333221435547,15.72266674041748,15.72266674041748,76069500,13.417919960021973,10.576293318271636,0.6713049825883957,0.9104841842823947,-0.2391792016939991,56.65077417408011
2014-03-20,15.744000434875488,15.949999809265137,15.557332992553711,15.660667419433594,15.660667419433594,57268500,13.531986656188964,10.622983319759369,0.6092526000423231,0.8502378674343805,-0.2409852673920574,55.92620715983258
2014-03-21,15.73466682434082,15.74666690826416,15.166666984558105,15.259332656860352,15.259332656860352,123253500,13.635466651916504,10.667489984035491,0.5216777027420658,0.7845258344959176,-0.2628481317538518,51.347948400734225
2014-03-24,15.316666603088379,15.326666831970215,14.017999649047852,14.678000450134277,14.678000450134277,169932000,13.732320003509521,10.708429987430572,0.40074576725240973,0.7077698210472161,-0.30702405379480635,45.533384005432005
