Date,Open,High,Low,Close,Adj Close,Volume,SMA50,SMA200,MACD,MACD_Signal,MACD_Hist,RSI
2010-01-04,1116.56005859375,1133.8699951171875,1116.56005859375,1132.989990234375,1132.989990234375,3991400000,,,,,,
2010-01-05,1132.6600341796875,1136.6300048828125,1129.6600341796875,1136.52001953125,1136.52001953125,2491020000,,,,,,
2010-01-06,1135.7099609375,1139.18994140625,1133.949951171875,1137.1400146484375,1137.1400146484375,4972660000,,,,,,
2010-01-07,1136.27001953125,1142.4599609375,1131.3199462890625,1141.68994140625,1141.68994140625,5270680000,,,,,,
2010-01-08,1140.52001953125,1145.3900146484375,1136.219970703125,1144.97998046875,1144.97998046875,4389590000,,,,,,
2010-01-11,1145.9599609375,1149.739990234375,1142.02001953125,1146.97998046875,1146.97998046875,4255780000,,,,,,
2010-01-12,1143.81005859375,1143.81005859375,1131.77001953125,1136.219970703125,1136.219970703125,4716160000,,,,,,
2010-01-13,1137.31005859375,1148.4000244140625,1133.1800537109375,1145.6800537109375,1145.6800537109375,4170360000,,,,,,
2010-01-14,1145.6800537109375,1150.4100341796875,1143.800048828125,1148.4599609375,1148.4599609375,3915200000,,,,,,
2010-01-15,1147.719970703125,1147.77001953125,1131.3900146484375,1136.030029296875,1136.030029296875,4758730000,,,,,,
2010-01-19,1136.030029296875,1150.449951171875,1135.77001953125,1150.22998046875,1150.22998046875,4724830000,,,,,,
2010-01-20,1147.949951171875,1147.949951171875,1129.25,1138.0400390625,1138.0400390625,4810560000,,,,,,
2010-01-21,1138.6800537109375,1141.5799560546875,1114.8399658203125,1116.47998046875,1116.47998046875,6874290000,,,,,,
2010-01-22,1115.489990234375,1115.489990234375,1090.1800537109375,1091.760009765625,1091.760009765625,6208650000,,,,,,26.86315571342834
2010-01-25,1092.4000244140625,1102.969970703125,1092.4000244140625,1096.780029296875,1096.780029296875,4481390000,,,,,,30.726518996172615
2010-01-26,1095.800048828125,1103.68994140625,1089.8599853515625,1092.1700439453125,1092.1700439453125,4731910000,,,,,,29.201039201172563
2010-01-27,1091.93994140625,1099.510009765625,1083.1099853515625,1097.5,1097.5,5319120000,,,,,,33.32276812465925
2010-01-28,1096.9300537109375,1100.219970703125,1078.4599609375,1084.530029296875,1084.530029296875,5452400000,,,,,,28.911854595809544
2010-01-29,1087.6099853515625,1096.449951171875,1071.5899658203125,1073.8699951171875,1073.8699951171875,5412850000,,,,,,25.879702151309402
2010-02-01,1073.8900146484375,1089.3800048828125,1073.8900146484375,1089.18994140625,1089.18994140625,4077610000,,,,,,36.23045068150381
2010-02-02,1090.050048828125,1104.72998046875,1087.9599609375,1103.3199462890625,1103.3199462890625,4749540000,,,,,,43.998374965749655
2010-02-03,1100.6700439453125,1102.719970703125,1093.969970703125,1097.280029296875,1097.280029296875,4285450000,,,,,,41.66219077420985
2010-02-04,1097.25,1097.25,1062.780029296875,1063.1099853515625,1063.1099853515625,5859690000,,,,,,31.478880546439015
2010-02-05,1064.1199951171875,1067.1300048828125,1044.5,1066.18994140625,1066.18994140625,6438900000,,,,,,33.06695593068102
2010-02-08,1065.510009765625,1071.199951171875,1056.510009765625,1056.739990234375,1056.739990234375,4089820000,,,,,,30.714810185947215
2010-02-09,1060.06005859375,1079.280029296875,1060.06005859375,1070.52001953125,1070.52001953125,5114260000,,,-17.20927665869681,,,37.676679336647815
2010-02-10,1069.6800537109375,1073.6700439453125,1059.3399658203125,1068.1300048828125,1068.1300048828125,4251450000,,,-17.190238715181295,,,36.98258607654497
2010-02-11,1067.0999755859375,1080.0400390625,1060.5899658203125,1078.469970703125,1078.469970703125,4400870000,,,-16.1545822129126,,,41.96392894910602
2010-02-12,1075.949951171875,1077.81005859375,1062.969970703125,1075.510009765625,1075.510009765625,4160680000,,,-15.395194860418087,,,40.96563798150497
2010-02-16,1079.1300048828125,1095.6700439453125,1079.1300048828125,1094.8699951171875,1094.8699951171875,4080770000,,,-13.0804031475368,,,49.43807462684943
2010-02-17,1096.1400146484375,1101.030029296875,1094.719970703125,1099.510009765625,1099.510009765625,4259230000,,,-10.747611854691286,,,51.24412324413824
2010-02-18,1099.030029296875,1108.239990234375,1097.47998046875,1106.75,1106.75,3878620000,,,-8.219897383142097,,,54.004836573431184
